ids,date,user,replyCount,retweetCount,likeCount,lang,text,country,sentiment
1512457196860329984,2022-04-08 15:47:50+00:00,CliveWismayer,0,1,2,en,"Any Scots out there? If/when the Scotland v Ukraine match goes ahead it would be cool if the Scots fans joined in singing their anthem.

Here it is with English translation. Not too difficult.

https://t.co/8sKlZzjNpQ",Ukraine,1
1512457196109398016,2022-04-08 15:47:50+00:00,wand948,0,0,0,en,"@AliVelshi @Lawrence @maddow Ali, your shows have been amazing and have brought a fresh perspective on the crisis in Ukraine that no other show is doing. Will miss you!",Ukraine,1
1512457195941765127,2022-04-08 15:47:50+00:00,WashBlade,0,0,2,en,"USAID, PEPFAR deliver 18 million antiretroviral drug doses to Ukraine https://t.co/6VSw9LDZsT",Ukraine,1
1512457195429978121,2022-04-08 15:47:50+00:00,Camisetaloca,0,0,0,en,"Check out Ukraine t-shirt, I stand with Ukraine, stop wars, F*ck Putin shirt, wars shirt  https://t.co/F1CQRPoweO a través de @eBay",Ukraine,1
1512457195203485697,2022-04-08 15:47:50+00:00,openDemocracy,0,2,2,en,"As Tajikistan reacts to Russia's invasion of Ukraine, the difference between the silence of ‘official’ Dushanbe and the views found in private could not be starker https://t.co/lpYujAT0i8",Ukraine,1
1512457194821890054,2022-04-08 15:47:49+00:00,Soloh3800,0,0,0,fr,@AdamsVeron @RFIAfrique Wagner est en train de souffrir en Ukraine avec ce qui est censé être la deuxième armée du monde... La Russie a déjà perdu en 40 jours plus que les américains ont perdu en Irak et Afghanistan combiné 😅,Ukraine,0
1512457194696056843,2022-04-08 15:47:49+00:00,prokdusgesund,0,0,0,de,Ukraine-Krieg: Sohn will Mutter aus Butscha retten – Soldaten erschießen ihn https://t.co/5iYl5kk6S3 via @tonline,Ukraine,1
1512457194582978561,2022-04-08 15:47:49+00:00,Dugley2352,0,0,0,en,@RepMTG voted against a bill to track Russian war crimes in Ukraine https://t.co/qaZIbc9pIb #FakePatriot #Traitor,Ukraine,0
1512457194582724611,2022-04-08 15:47:49+00:00,MIL_STD,0,0,1,en,@GarethJennings3 @RWJThomas They could also offer up some of those Switchblade delivery slots in the coming months to Ukraine.,Ukraine,1
1512457193945186304,2022-04-08 15:47:49+00:00,newsindia123,0,0,0,und,"ரஷ்ய அதிபர் புதின் மனைவி, மகள்கள் எங்கே? அவர்கள் என்ன செய்கிறார்கள்? | Ukraine war Who are Putin’s daughters? What we know about his family https://t.co/ZJgBOqpJBW",Ukraine,0
1512457192015904772,2022-04-08 15:47:49+00:00,Bobbymax59,0,0,0,en,@mikepompeo Americans don't give a shit about Ukraine. They couldn't find it on a map. - Mike Pompeo Secretary of State 2019.,Ukraine,0
1512457191474831366,2022-04-08 15:47:49+00:00,neuepresse,0,0,1,de,Niedersachsen: Pistorius rechnet mit längerem Aufenthalt der Ukraine-Vertriebenen https://t.co/cmujyRHFdz,Ukraine,1
1512457191130910731,2022-04-08 15:47:49+00:00,dublin_erik,0,0,0,en,Ukraine official negotiating with Russia said the peace talks turned darker after evidence of emerged of a massacre in Bucha https://t.co/jSW0GUnYfK via @businessinsider,Ukraine,1
1512457190724055043,2022-04-08 15:47:49+00:00,leJDD,0,1,0,fr,Ukraine : un missile tue plusieurs dizaines de personnes à Kramatorsk https://t.co/CxVjqIIUlz https://t.co/AnSzyGUE9R,Ukraine,0
1512457190631686147,2022-04-08 15:47:48+00:00,Rebellation,0,0,0,und,#spijkerkop #EU #europe #Ukraine #UkraineWar https://t.co/pI4RFYlPKN,Ukraine,1
1512457190082330626,2022-04-08 15:47:48+00:00,Lucynatus,1,0,0,en,"@CBS6 The Ukraine solders are going into civilized areas and shoot at the Russians, they shoot back...where does it go? Into the civilians home and kill people. Ukraine solders &amp; the president are wrong and I don't stand with it. Ukraine just keeps lying.",Ukraine,0
1512457189931237379,2022-04-08 15:47:48+00:00,jlspbr,0,0,0,en,++Ukraine Update: EU Officials Visit Bucha; Medvedev on Sanctions  https://t.co/fACeNrUjQM,Ukraine,1
1512457188660371459,2022-04-08 15:47:48+00:00,OrrxMarc,0,0,0,en,The natural evolution of the war in Ukraine is a regime change in Russia. https://t.co/K9Z6UwfICS,Ukraine,0
1512457186055757830,2022-04-08 15:47:47+00:00,MjSalamandra,0,0,0,en,"@vonderleyen @aschapire @JosepBorrellF Help Ukraine, quick!",Ukraine,1
1512457185749573640,2022-04-08 15:47:47+00:00,HarZizn,0,0,1,en,"Yuri Galushkin, Commander of the Territorial Defense Forces of the Armed Forces of Ukraine. Terrorist defense units can perform tasks throughout Ukraine, regardless of where they were formed. #War_in_Ukraine  War in Ukraine https://t.co/iX7gc8sAW9",Ukraine,1
1512457185267265542,2022-04-08 15:47:47+00:00,DeeGib,0,0,1,en,"@McFaul @Hopewenttodie @GOP &amp; @FoxNews reply: Silly. 9-11 happened to us - the great U.S. More innocents killed in Ukraine ongoing now than here on 9-11 is a Ukraine problem. Throw some defensive weapons at Ukraine. The world went to war w/us-weapons, soldiers, unified. Ukraine is on its own.",Ukraine,0
1512457184889741314,2022-04-08 15:47:47+00:00,Marc_Phliponeau,0,0,2,en,"@Victor_Vas_Her @Peter__Leonard There is a very interesting ""street interview"" on youtube from Asian Boss where a Kazakh girl says ""we are kinda friend with Russia but we also know they can do to us what they did to Ukraine anytime in the future if they feel like it, she is very candid about it",Ukraine,1
1512457183652466694,2022-04-08 15:47:47+00:00,m_munck,0,0,0,en,"Storing clean water in a small apartment.
https://t.co/gizNUbDlwn Ahoy Senor
Happy Easter
Jonbon
Wenger
Fakir D'Oudairies
Pointless
#FridayFeeling
Langer Dan
#helicopterMadonna
Bravemansgame
#Prepping #Preppers #Ukraine #UkraineRussia #UkraineInvasion #Survivors #Survival #Crisis",Ukraine,1
1512457183073640448,2022-04-08 15:47:47+00:00,SZLZ1,0,0,0,de,Deutschland nimmt 47 Holocaust-Überlebende aus Ukraine auf https://t.co/VCRuSCxSer,Ukraine,1
1512457182394036228,2022-04-08 15:47:47+00:00,wwwYQ6661308579,0,0,0,en,"@sm2wmv_sj2w @FrancescaCuni @_zs971 @olliecarroll @jknowak No, all the videos show that is Belarusian.  Russia has no record of using the missile in Ukraine.Ukraine has notorious evidence of using the missile to kill civilians.",Ukraine,0
1512457182079590403,2022-04-08 15:47:46+00:00,EcuadorEnGenova,0,0,0,es,"@RepblicaDemocr1 #ucranazis perra #ucraina de 💩
Mandela de regreso a su #Ukraine 
Tras de q' las reciben como prófugas, mantenidas, todo gratis, se creen dueñas de todo 🤦🏻‍♀️ Así son ‼️",Ukraine,0
1512457181651742727,2022-04-08 15:47:46+00:00,buchanan17,0,0,1,en,@JamesMelville Not sure what your point is in the context of Ukraine.,Ukraine,1
1512457180544475136,2022-04-08 15:47:46+00:00,DanielS18352008,0,0,0,en,"@EuromaidanPR Russia will fail in the Donbas and other regions, as it has failed in all of Ukraine.",Ukraine,0
1512457179542007820,2022-04-08 15:47:46+00:00,NeverDrumpfEver,0,0,0,en,"@RTPerson3 @BDStanley @eugene_finkel Nope, he’s campaigning for Ukraine. He sort of admitted that by backpedaling on his very determined first statement which is fine. He can either say it’s preliminary, or he can wait for soon to be coming data, he did neither. 

https://t.co/6Lbu58z8oN",Ukraine,1
1512457179353260045,2022-04-08 15:47:46+00:00,rebeccagrantdc,0,0,1,en,Russian air control over Ukraine? No way.  Good move Slovakia https://t.co/MuIbdDCjCc,Ukraine,1
1512457178829004809,2022-04-08 15:47:46+00:00,aletheiasnook,0,0,0,en,"Russia-Ukraine war latest news: at least 50 people killed in rocket attack at Kramatorsk train station

https://t.co/Y1jMhWLh8p",Ukraine,0
1512457178598326275,2022-04-08 15:47:46+00:00,AlloTrends,0,0,0,fr,Guerre en Ukraine : U. Von der Leyen et J. Borrell dans la ville symbolique de Boutcha • FRANCE 24 - https://t.co/i6FZQIpIR4 https://t.co/2OINF6u89b,Ukraine,1
1512457178275274763,2022-04-08 15:47:46+00:00,emastro66,0,0,2,en,"On one hand, there's photographic, forensic, video and satellite evidence of the massacre in Bucha.

On the other, NapalmPatriot97 explained to me on Telegram that the Deep State invented Ukraine to sell Covid vaccines.

Who to believe...",Ukraine,1
1512457176467484672,2022-04-08 15:47:45+00:00,ApeSharmas,0,0,0,en,"@foxemerson @KyivIndependent CNN shows ukraine forces executing Russian prisioners on street. There is no human right there those were Russian forces.

Salava Ukriane",Ukraine,1
1512457175880376325,2022-04-08 15:47:45+00:00,TomFlowers,0,0,0,en,⚡️ “Stateless people in Ukraine are being left trapped in war with no proof they exist” by @TRF_Stories https://t.co/TqtuklbZXg,Ukraine,0
1512457175603499012,2022-04-08 15:47:45+00:00,slava_mayking,1,0,0,en,@UAResistance1 @chrismi82818709 @Reuters Russian officials confirmed that they’re not using this kind of weapon anymore unlike Ukraine,Ukraine,0
1512457174760316931,2022-04-08 15:47:45+00:00,JanetWa94118686,0,0,0,en,"Beltway Insider: Biden/Title 42, Ukraine War, Russia/Wagner Group COVID/Vaccine Totals, Jen Psaki, Will Smith https://t.co/1LAOURtdee",Ukraine,1
1512457174534037508,2022-04-08 15:47:45+00:00,Strippenzieher7,2,0,1,de,"@wennichnichtic1 @pfdwxenon @gepardtatze Befasse ich mich am WE mit. Und werde weitere Informationen dazu suchen. Wenn dem so ist. Meine Quelle sagt mir derzeit, dass die Ukraine derzeit weiterhin Gas aus Russland bezieht.",Ukraine,0
1512457173988777985,2022-04-08 15:47:45+00:00,oceanpearlyoga,0,0,0,und,#Ukraine #hope 💙💛 https://t.co/1atssTOuxi,Ukraine,0
1512457173636374538,2022-04-08 15:47:44+00:00,FaurePierre,0,0,1,fr,Je rappel à toute fin utiles que Le Pen veut une alliance avec la Russie et sortir de l’OTAN. Voter Le Pen c’est soutenir Poutine en Ukraine. Réfléchissez bien! https://t.co/WGcWgNp1dK,Ukraine,0
1512457173095391244,2022-04-08 15:47:44+00:00,KarenHJones,0,0,0,en,"With Covid + the new Ukraine war, we have seen sociology change overnight. Our entire way of living can shift very quickly: we are in a #ClimateEmergency and it must be done.",Ukraine,1
1512457172508045314,2022-04-08 15:47:44+00:00,PeterM99293269,0,0,0,en,Pink Floyd reunite for Ukraine protest song https://t.co/6HyPoTWAWd https://t.co/09aE4yPl2G,Ukraine,1
1512457171224641539,2022-04-08 15:47:44+00:00,Papillon1319,0,0,0,en,@StratcomCentre Word on the streets is that missile was fired from the direction of where #ukraine army is positioned.,Ukraine,0
1512457169861591042,2022-04-08 15:47:44+00:00,DewiLlanfair,0,0,0,cy,"Digwyddiad 24 awr yn dechrau 9am fory i codi pres tuag at DEC Ukraine. Ar gael i rhywun ymuno, rhedeg neu cerdded!🇺🇦

The 24 hour event is starting at 9am tomorrow to raise money towards DEC Ukraine. Anyone can join us to run or walk for any length of time!🇺🇦 https://t.co/cfVuIaecFZ",Ukraine,1
1512457169513459717,2022-04-08 15:47:43+00:00,TSanctionary,0,0,0,en,Form: Offer work to people who have come to the UK from Afghanistan or Ukraine https://t.co/Qhld8Nx6Zr,Ukraine,0
1512457169253421061,2022-04-08 15:47:43+00:00,HailekirosGidey,0,0,0,en,"As much of the world’s attention is focused on Ukraine, the @WHO said there's ""nowhere on earth where the health of millions of people is more under threat"" than #Tigray.
#SupportHR6600 #SupportS3199
@RepRashida @BillHagertyTN @RepBonnie @RepRaulGrijalva
 
https://t.co/6nUb6bQO63",Ukraine,0
1512457168359936012,2022-04-08 15:47:43+00:00,khights02,0,0,0,en,"@Ukraine https://t.co/8riJb6FREd

Stopping Russian Oil and Gas stops Putin's tanks. This climate solution is as effective against terror as it is against a Tsar 

Top academic paper. 9 min read",Ukraine,0
1512457168271912960,2022-04-08 15:47:43+00:00,Cre8iv_Canuck,0,0,1,en,"@KyivIndependent FFS🤬 leaders of the world #NATO STOP being afraid of the bully and end this!  #ClosetheSkyoverUkraine #CloseTheSkyOverUkraineNOW Ukraine is fighting for us all, for democracy. #SlavaUkraini",Ukraine,0
1512457167596670976,2022-04-08 15:47:43+00:00,FleurMathilde,0,0,0,fr,"@marie_j07 @France24_fr En effet, difficile lorsqu'on simplifie autant.. ilcest question de nazis quand même en Ukraine,  des gens qui se font bombarder et vivent dans des caves depuis 8 ans..voir les reportages de Paul Moreira M L Bonnel... regarder le contexte...",Ukraine,1
1512457166917185536,2022-04-08 15:47:43+00:00,ZolotuhaVitaliy,0,0,0,de,"@Bundeskanzler Welche Flüchtlinge, Russland tötet Zivilisten in der Ukraine, helfen uns https://t.co/0sAg4CjBbj",Ukraine,1
1512457166254481411,2022-04-08 15:47:43+00:00,TimStowers33,0,0,1,en,@Sow_it_Goes @Angiekriv @rickman3a @RepThomasMassie NATO expansion and empire building by our govt is responsible for conflict in Ukraine. No one is stopping you from fighting for Ukraine. Have you ever asked yourself how a comedian is now a billionaire?,Ukraine,0
1512457164606124033,2022-04-08 15:47:42+00:00,funkykittycat,0,0,0,en,@Alex_Harvey_60 @Tesco @SurpriseRainbow Ukraine is a corrupt neo-nazi infested country and has always been a pawn for the US. Mind your business,Ukraine,0
1512457163096080385,2022-04-08 15:47:42+00:00,placidly1,0,0,0,en,"@vonderleyen @JosepBorrellF Great photo-op opportunity for Ursula von der Leyen...
Ukraine IS a failed state. Run by nazis, supported by oligarchs, &amp; militarists in EU, NATO &amp; US
And they are delighted to see Ukraine war with Russia that guarantees at least another two decades of armament contracts for them",Ukraine,1
1512457162940952582,2022-04-08 15:47:42+00:00,Orthodoxie_com,0,0,0,fr,"(Communiqué ""Guerre en Ukraine"" de l'AEOF du 7 avril 2022) 
https://t.co/JLzXSMwG4F https://t.co/uQx0Fb2KlX",Ukraine,1
1512457161825214466,2022-04-08 15:47:42+00:00,RepAdrianSmith,2,1,2,en,"I'm glad the House acted this week to use the trade tools at our disposal to hold Vladimir Putin accountable for his atrocities against Ukraine. 

WATCH ⤵️ https://t.co/LllF9kAiIq",Ukraine,1
1512457161254658048,2022-04-08 15:47:41+00:00,AndyVermaut,0,0,1,en,"In Ukraine, Sudden Death on a Train Platform https://t.co/bGUFm1nh0z #AndyVermautFromBelgiumLovesNewYorkTimes https://t.co/ttcN4iFra4",Ukraine,0
1512457160814387204,2022-04-08 15:47:41+00:00,chris73642808,0,0,0,en,Inside A White Supremacist Militia in Ukraine https://t.co/8wuqMp9P9V via @YouTube.  IS UKRAINE NAZI GERMANY,Ukraine,0
1512457159413444609,2022-04-08 15:47:41+00:00,Sar_from_earth,0,0,0,en,@SatiricalJW @Coadyryan_ @VinegarJoe3 @BenjaminNorton Ukraine officials say that Russia is only attacking military and they will be safe if the stay and don’t evacuate https://t.co/VEY89ZFwzD,Ukraine,0
1512457158507511813,2022-04-08 15:47:41+00:00,Mikexq28guy,0,0,0,en,"This guy was sent by #Putin to ""denazify"" @Ukraine. And now he's a POW. https://t.co/JhXtbqBaih",Ukraine,1
1512457158004256772,2022-04-08 15:47:41+00:00,MaciejPasawski,0,0,0,pl,"#ukraina #ukraine #ukrainewar #russia #putin 
Martwi żołnierze Rosyjscy - Mariupol broni się nadal mimo miesiąca okrążenia... https://t.co/DnwJZW45f9",Ukraine,0
1512457156234293253,2022-04-08 15:47:40+00:00,CrockettTubbs2,0,0,0,fr,"@DIVIZIO1 Guerre en Ukraine : ""Zelensky finance son effort de guerre avec... l'argent de la Russie""

https://t.co/wyPfzMCYJJ",Ukraine,1
1512457154506248196,2022-04-08 15:47:40+00:00,Mile20082,1,0,0,en,"@Mooksgmol @strimond @bhginee @VictorTheClean3 @vtchakarova Tochak U have limited range, or UA troops would hit every Russia, they can hit only Belgorod, becaues is near border, maybe your friends arw Azov, and lie, which can be reasnoble. Russia use Iskander for east and central ukraine, Kinhzal for west, and Bastion for Odessa",Ukraine,1
1512457152031608839,2022-04-08 15:47:39+00:00,dal0028751,0,0,0,en,"what the world does not know til now nor even review the history in correct that the Ukraine army themselves , are in combine share with sepratists on the ground wither pro ukraine or pro russian, have interests joint, rule the crime it self and have their ways of interact",Ukraine,1
1512457151960301575,2022-04-08 15:47:39+00:00,lastcallcaravan,0,0,0,en,"The “honored dead” that were “massacred” are supposedly buried In plastic garbage bags. 

Britain will send Ukraine £100million weapons package as Boris Johnson pledges help with tanks | Daily Mail Online https://t.co/C867OJTcC0",Ukraine,0
1512457151364665349,2022-04-08 15:47:39+00:00,becca100165,0,0,0,en,Ukraine Shot Down One of Russia’s Most Advanced Fighter Jets https://t.co/sNEu5vRODL via @Yahoo,Ukraine,1
1512457150752296972,2022-04-08 15:47:39+00:00,PolishNews1,0,0,0,pl,The war in Ukraine. Two buses from Poznań will go to Lviv https://t.co/kSLzeHHvbA,Ukraine,0
1512457149951193088,2022-04-08 15:47:39+00:00,bpolitics,1,0,0,en,Nigeria’s president said a state gasoline subsidy will cost almost 10 times more than budgeted because the war in Ukraine has pushed up oil prices https://t.co/soCMuy12hN,Ukraine,0
1512457148780929037,2022-04-08 15:47:39+00:00,christosxx2,0,0,0,de,"@schnellenbachj Ich vermute, wenn alles vorbei ist, werden wir alle zahlen um die Ukraine beim Aufbau zu unterstützen. Ob russisches Geld dafür benutzt wird, bleibt abzuwarten.
Aber die deutsche Politik wird, im Auftrag der deutsche Industrie, Aufträge gewinnen wollen. Win win win nenne ich das",Ukraine,1
1512457146922938371,2022-04-08 15:47:38+00:00,TheKaiser1234,0,0,0,en,@dave_n84 @SkyNews They’ve got Ukraine to talk about now (right too),Ukraine,1
1512457145983320074,2022-04-08 15:47:38+00:00,Shepardess2,0,0,0,en,@shashj @EzraACohen @timjudah1 @olliecarroll Someone needs to tell the truth about the genocide of the Ukraine citizens by Ukraine. It's been 8 years now. 😪💔,Ukraine,0
1512457145605926918,2022-04-08 15:47:38+00:00,dbehrens1976,0,0,0,en,"@SueLincoln5 @DonaldJTrumpJr So sue tell me do you support Nazis cuz if you support Ukraine you support Nazis. Look up azov battalion then tell me if you still for Ukraine and if you do, it's too bad you're not over there getting blown up in one of the biochemical Labs creating viruses to  kill us",Ukraine,0
1512457145538670595,2022-04-08 15:47:38+00:00,torysleazeUK,0,1,2,en,"The people of Ukraine

‘Defending the border of Europe, defending humanity, defending democracy’

Ursula @vonderleyen visits Bucha #StandWithUkraine https://t.co/CN0X4CzMJq https://t.co/MOAcVfvJuS FOLLOW TO SUPPORT @torysleazeUK",Ukraine,1
1512457142774734854,2022-04-08 15:47:37+00:00,beadybeadylogan,0,0,0,en,"@ColletteColli14 @PeteCityPrice @danieldaviesRPL love them Collette , so kind of you , i will be donating to Ukraine this weekend too from beadybeady xx",Ukraine,1
1512457142271283201,2022-04-08 15:47:37+00:00,RecentLatestVia,0,0,0,en,𝐆𝐔𝐀𝐑𝐃𝐈𝐀𝐍/𝐎𝐁𝐒𝐄𝐑𝐕𝐄𝐑: Russians start to see evidence of high military casualties in Ukraine https://t.co/J2apz9TpWm | https://t.co/ktp56BpxUR https://t.co/r9BoKXGBnG,Ukraine,1
1512457142267256840,2022-04-08 15:47:37+00:00,Tozzie00659967,0,0,2,en,Give Ukraine planes,Ukraine,1
1512457142078427137,2022-04-08 15:47:37+00:00,freedarkwolf77,0,1,1,en,Microsoft Stops Russian Hackers From Targeting Ukraine With Domain Takeover https://t.co/9RzmCv1Vlg #PCMag,Ukraine,1
1512457141529071619,2022-04-08 15:47:37+00:00,flykasinbear,0,0,0,en,@grniedbalski @Kasparov63 I think they want to scare Ukraine into surrender. I mean to give up currently occupied teritorries.,Ukraine,1
1512457141294145539,2022-04-08 15:47:37+00:00,ErendirOire,0,0,0,de,"@MAStrackZi Es sind *mindestens* 30 - sie waren sofort tot, mehr sind später gestorben. #Butscha war nicht erst der Anfang - es hat nur die Augen endlich geöffnet, die Gräueltaten werden schon 8 Jahre verübt, und auch heute in anderen noch okkupierten Teilen von Ukraine.",Ukraine,1
1512457140098674688,2022-04-08 15:47:36+00:00,CLuxHayes,0,0,0,en,"Wandering Grey Goose and Kahlúa gallery (cocktail can no longer be named due to horrific war in Ukraine). Dedo!
#amwriting https://t.co/cMeMmFAqJi",Ukraine,0
1512457138303602700,2022-04-08 15:47:36+00:00,AntonFrei09,0,0,0,de,"Lesenswert!

Tragödie in der #Ukraine wäre leicht vermeidbar gewesen 
#Scholz #Macron #Biden #Selenskyi 
https://t.co/emQd93ECp6",Ukraine,1
1512457136990990347,2022-04-08 15:47:36+00:00,faithhealer_ru,0,0,0,en,UKRAINE BOMBS CIVILIAN RAILWAY STATION! https://t.co/H6apnFHt2U  #nazi #ukraine,Ukraine,0
1512457134360907780,2022-04-08 15:47:35+00:00,ZabelenkoK,0,1,0,und,"#Ukraine!
#RussiaUkraineWar
#BuchaMassacre https://t.co/vXDuYsVsgU",Ukraine,0
1512457132754546697,2022-04-08 15:47:35+00:00,WBourton,0,0,0,fr,Guerre en Ukraine: la longue traque des crimes de guerre | Guerre en Ukraine https://t.co/4fdl1CQ2KB,Ukraine,1
1512457132549062660,2022-04-08 15:47:35+00:00,___existenz___,0,0,0,en,"@Reuters How come? Russia claims it has destroyed all of Ukraine's drones multiple times, so it shouldn't be an issue 😁",Ukraine,0
1512457132360175626,2022-04-08 15:47:35+00:00,patkatj,0,0,0,en,@TheDividedStat3 Never; there would be conflict in Ukraine as Russia would have been given an open door to take over but the Ukrainian people won’t be quiet.,Ukraine,0
1512457131915718656,2022-04-08 15:47:35+00:00,kT2q4nL61Y3e2Zl,0,0,0,en,"As much of the world’s attention is focused on Ukraine, the @WHO  said there's ”nowhere on earth where the health of millions of people is more under threat"" than #Tigray.
#SupportHR6600 #SupportS3199
@RepRashida @BillHagertyTN @RepBonnie @RepRaulGrijalva
https://t.co/Aq8WYoIQzT",Ukraine,0
1512457130821009410,2022-04-08 15:47:34+00:00,mojepole,0,1,1,en,Russia can only afford its war in Ukraine because Britain helped raise the cash | Oliver Bullough https://t.co/RbHg3ZLkyw,Ukraine,0
1512457130661625872,2022-04-08 15:47:34+00:00,Fasti26368280,0,0,0,de,"@alexandersuppe Nö das ist eine Tatsache:
'Die Nato-Staaten sind bereit, die Ukraine auf Jahre hinaus für den Kampf gegen Russland mit Waffen zu beliefern, so Nato-Generalsekretär Jens Stoltenberg gegenüber dem britischen Radiosender BBC 4.' Quelle: Guidants News https://t.co/Gv3DiRB5CH",Ukraine,1
1512457130091163655,2022-04-08 15:47:34+00:00,PatrickHenryQ,0,0,0,en,Pink Floyd members reunite to release 1st new music in almost 3 decades to raise money for Ukraine - ABC7 Chicago. 🐖 https://t.co/142qiwZ4Tz,Ukraine,1
1512457129134854144,2022-04-08 15:47:34+00:00,Monstro850,0,0,0,en,"@POTUS Close the sky over Ukraine
I beg you , NO FLY ZONE TO EVACUATE THOSE HUMANS BEING, THEY ARE CHILDRENS WOMENS FOR MOST OF THEM
#CloseTheSky
#NoFlyZone
Help them PLEASE",Ukraine,1
1512457126630862850,2022-04-08 15:47:33+00:00,the7stars,0,0,0,en,"We made Shoreditch glow with a @PapaJohnsUK X Batman mural, smashed the charts with @theshiresuk, @bryanadams, @charli_xcx &amp; @MichaelBuble, and our brilliant client @RedTractorFood had a spot in @ITV’s Concert for Ukraine. Check it all out, and more, in this #weekofthestars 🌟 https://t.co/cg4DVKNdfv",Ukraine,1
1512457126618308617,2022-04-08 15:47:33+00:00,news60minutes1,0,0,0,en,Russia-Ukraine War: Who Is Buying Russian Oil? | ‘Hot Mic’ with Nidhi Razdan https://t.co/JHiLJ6IX8A,Ukraine,1
1512457125863333891,2022-04-08 15:47:33+00:00,SpinlessR,0,0,0,en,"@tass_agency Russia does not care about human life. What a joke. 19,000 dead Russian in 1 1/2 months. Yet 45 days later your still killing innocent Ukraine children. Pathetic",Ukraine,0
1512457125687005189,2022-04-08 15:47:33+00:00,taiwan_online,0,0,0,en,How Russia’s war in Ukraine threatens the world order https://t.co/LvIUbEccLs https://t.co/wwjn49RNCT,Ukraine,1
1512457125024317441,2022-04-08 15:47:33+00:00,IndependentNGR,0,0,0,en,Global Food Prices Soar To Record Levels On Ukraine War Disruptions https://t.co/NuVtGS0Uo1,Ukraine,0
1512457124122664961,2022-04-08 15:47:33+00:00,70sMusicAddict,0,0,0,en,"UK, EU Sanction Vladimir Putin’s Daughters Over Ukraine Invasion https://t.co/kj6TxarOyO",Ukraine,0
1512457123753508870,2022-04-08 15:47:33+00:00,WideartD,0,0,0,en,@SpokespersonCHN China are you 🐒🖕🏻?  Do you want to stay and watch a FAILURE LIKE MAD DOG PUTIN DESTORY UKRAINE? 🖕🏻 China,Ukraine,0
1512457122696790019,2022-04-08 15:47:32+00:00,ViniEm10,0,0,0,en,"Which is also relevant to Yemen, Tigray region of Ethiopia, Ukraine in terms of their health services in war times.",Ukraine,1
1512457121123606530,2022-04-08 15:47:32+00:00,sumofluv,0,0,0,en,"Whatever we’re doing to help, multiply that by 1000 and get it done today. “Missile strike at crowded train station kills dozens fleeing eastern Ukraine”- ⁦@WSJ⁩ Wall Street Journal ⁦@NATO⁩ ⁦@JoeBiden⁩  https://t.co/8I6OC1Tj3W",Ukraine,0
1512457120200994818,2022-04-08 15:47:32+00:00,PiotrKocinski,0,0,0,en,"@CosTassie @KSergatskova You forgot to mention, that Ukraine attacked Russian territory, that's why Russians were forced to start this ""special military operation"" .",Ukraine,0
1512457119961919495,2022-04-08 15:47:32+00:00,UnbreakableYB,0,0,0,en,@ukraine_world Sanction this evil inhuman.   Russians are raping children !  That is inhuman this is monstrous and pure evil.  #SanctionRussiaNow #StopPutin #StopRussia #Butscha #SuspendRussiafromHRC #bloodthirstyevilrussians,Ukraine,0
1512457119869640706,2022-04-08 15:47:32+00:00,wdabill,0,0,0,en,"@NickAdamsinUSA Yes. we know he was one of the slimy scumbags doing shady business deals in Ukraine &amp; China.
My guess is it's  something that would HURT him w\the Mormons. Since they view the US Constitution as Divinely Inspired, I don't see how they can support him anymore..",Ukraine,0
1512457119009697799,2022-04-08 15:47:31+00:00,1002spvr,0,1,0,en,"""#Russians are upset and from time to time they are complaining about the drone sales. They used to complain and they are complaining right now,"" the bureaucrat said at a meeting with foreign media.

#Russia #Turkey #Ukraine #drones #BayraktarTb2 https://t.co/k99kcgVIk0",Ukraine,0
1512457116459675653,2022-04-08 15:47:31+00:00,InfoStore100,0,0,0,en,"Britain will send Mastiff armored vehicles to Ukraine - Defense Secretary Ben Wallace in a Sky News comment.
#Ukraine #UkraineWar https://t.co/L2u7LZlxUk",Ukraine,1
1512457116040237062,2022-04-08 15:47:31+00:00,SBNnewsNetwork,0,0,0,en,#Ukraine Ukraine/Russian deployment map: https://t.co/hLLSkgKB7f https://t.co/dUbn9Vye90,Ukraine,0
1512457115742646273,2022-04-08 15:47:31+00:00,catecatkitty,0,0,0,en,"@olliecarroll @jknowak well the Civilians were bomb because they are leaving, i wonder who will do such a thing, 
RUSSIA or UKRAINE?  from the past week what i have seen, UKRAINIAN LIES... so why do believe now?",Ukraine,0
1512457114312228867,2022-04-08 15:47:30+00:00,JohnDuttonTrad,0,0,0,en,"@NickNYIslesMets @TarasBob @ichbinilya @robertwiblin I think we make the mistake of viewing empires like the US and Russia as individuals. They are more like solar systems. Ukraine, for better or worse, is in Russia’s orbit.",Ukraine,1
1512457114144280583,2022-04-08 15:47:30+00:00,amberfriastv,0,1,1,en,"Dr. Weitzman spent 10 days along the Poland-Ukraine border helping families make sure their pets were safe and healthy. He also helped care for the many animals that had been left behind. 

https://t.co/mPqh7a0zNG",Ukraine,1
1512457113976844289,2022-04-08 15:47:30+00:00,RobertB41188300,0,0,1,en,"@HaythamMatthews Seems a likely endpoint-while it’s hard to countenance the destruction being endured by Ukraine and her people in Putin’s War, it’s their nation. I believe any concessions set the stage for continued aggression and atrocities in other countries Russia wants to dominate.",Ukraine,1
